timestamp,open,high,low,close,volume
2025-03-28 14:34:00,84266.2,84320.0,84218.43,84315.0,40.12777
2025-03-28 14:35:00,84315.0,84372.78,84242.59,84327.96,44.043
2025-03-28 14:36:00,84327.96,84327.96,84166.23,84194.5,104.15462
2025-03-28 14:37:00,84194.5,84227.09,84162.35,84218.0,73.73318
2025-03-28 14:38:00,84218.0,84362.78,84180.67,84362.78,46.30891
2025-03-28 14:39:00,84362.77,84459.99,84362.77,84459.98,43.43718
2025-03-28 14:40:00,84459.98,84472.0,84369.09,84388.7,42.01857
2025-03-28 14:41:00,84388.69,84388.69,84235.05,84349.05,44.0528
2025-03-28 14:42:00,84349.05,84443.4,84345.89,84443.4,38.32792
2025-03-28 14:43:00,84443.4,84459.46,84387.6,84447.21,29.72085
2025-03-28 14:44:00,84447.21,84447.21,84334.19,84405.2,40.99896
2025-03-28 14:45:00,84405.19,84418.73,84318.07,84370.11,33.89543
2025-03-28 14:46:00,84370.11,84409.49,84212.05,84230.72,80.23266
2025-03-28 14:47:00,84230.72,84297.5,84221.77,84297.5,48.66592
2025-03-28 14:48:00,84297.5,84305.3,84200.05,84223.2,103.13002
2025-03-28 14:49:00,84223.2,84264.49,84200.0,84258.24,18.95357
2025-03-28 14:50:00,84258.24,84280.0,84166.09,84199.2,37.30394
2025-03-28 14:51:00,84199.2,84275.28,84148.8,84154.0,92.52785
2025-03-28 14:52:00,84154.0,84253.81,84154.0,84253.81,31.62671
2025-03-28 14:53:00,84253.81,84318.79,84253.8,84315.26,34.84051
2025-03-28 14:54:00,84315.27,84346.0,84284.33,84346.0,53.62572
2025-03-28 14:55:00,84345.99,84345.99,84240.65,84240.66,10.09734
2025-03-28 14:56:00,84240.66,84252.56,84191.3,84196.31,13.35277
2025-03-28 14:57:00,84196.31,84198.31,84158.0,84172.46,18.1424
2025-03-28 14:58:00,84172.47,84219.49,84159.77,84192.62,15.54785
2025-03-28 14:59:00,84192.62,84216.68,84166.52,84172.01,24.51767
2025-03-28 15:00:00,84172.01,84173.71,84117.36,84154.6,32.86956
2025-03-28 15:01:00,84154.59,84154.6,84071.66,84077.13,38.77202
2025-03-28 15:02:00,84077.13,84077.13,84000.0,84032.96,98.82105
2025-03-28 15:03:00,84032.97,84100.0,84000.0,84040.16,31.89878
2025-03-28 15:04:00,84040.15,84113.99,83961.59,84083.27,151.68038
2025-03-28 15:05:00,84083.27,84101.5,84005.6,84073.5,127.03657
2025-03-28 15:06:00,84073.5,84076.93,83953.86,84076.83,86.62905
2025-03-28 15:07:00,84076.83,84098.0,83988.0,84036.0,85.04163
