timestamp,open,high,low,close,volume
2025-04-01 07:50:00,83571.58,83571.58,83498.18,83498.19,49.57616
2025-04-01 07:55:00,83498.18,83498.18,83438.98,83445.5,134.86395
2025-04-01 08:00:00,83445.5,83585.83,83410.0,83585.27,160.10632
2025-04-01 08:05:00,83585.27,83670.04,83562.76,83625.69,56.31515
2025-04-01 08:10:00,83625.69,83700.0,83596.0,83696.52,42.056
2025-04-01 08:15:00,83696.53,83852.06,83696.52,83811.75,95.59498
2025-04-01 08:20:00,83811.75,83884.7,83748.87,83754.99,63.31892
2025-04-01 08:25:00,83755.0,84023.41,83719.56,83924.5,176.27334
2025-04-01 08:30:00,83924.5,84180.0,83924.5,84056.98,166.67672
2025-04-01 08:35:00,84056.98,84142.79,83963.51,83963.52,134.15704
2025-04-01 08:40:00,83963.52,84012.0,83925.84,83989.51,62.28244
2025-04-01 08:45:00,83989.51,84153.09,83989.5,84116.0,89.62865
2025-04-01 08:50:00,84116.0,84207.55,84081.05,84093.11,119.54944
2025-04-01 08:55:00,84092.96,84130.21,84078.21,84121.94,51.33379
2025-04-01 09:00:00,84121.94,84329.0,84121.93,84255.25,361.85463
2025-04-01 09:05:00,84255.25,84290.55,84182.06,84255.02,97.76441
2025-04-01 09:10:00,84255.02,84274.98,84116.27,84156.62,85.11402
2025-04-01 09:15:00,84156.62,84290.7,84156.62,84262.5,96.41681
2025-04-01 09:20:00,84262.5,84289.67,84222.98,84222.99,52.64234
2025-04-01 09:25:00,84222.99,84258.68,84136.76,84226.22,45.32408
2025-04-01 09:30:00,84226.23,84363.6,84220.61,84290.71,74.39168
2025-04-01 09:35:00,84290.72,84308.02,84204.46,84257.26,42.27055
2025-04-01 09:40:00,84257.26,84336.0,84257.26,84335.99,36.74272
2025-04-01 09:45:00,84336.0,84370.76,84264.1,84370.76,53.60829
2025-04-01 09:50:00,84370.76,84395.46,84300.0,84300.0,35.68676
2025-04-01 09:55:00,84300.01,84370.89,84300.0,84362.0,37.15557
2025-04-01 10:00:00,84362.01,84394.48,84225.66,84260.55,95.79334
2025-04-01 10:05:00,84260.55,84307.72,84173.14,84173.14,64.35553
2025-04-01 10:10:00,84173.14,84345.42,84162.42,84284.88,74.20306
2025-04-01 10:15:00,84284.89,84490.01,84284.89,84458.59,117.06025
2025-04-01 10:20:00,84458.6,84504.74,84400.0,84400.01,91.2954
2025-04-01 10:25:00,84400.0,84443.4,84376.87,84432.14,61.42047
2025-04-01 10:30:00,84432.15,84441.44,84178.45,84236.71,149.28419
2025-04-01 10:35:00,84236.7,84332.88,84190.14,84242.52,78.87397
2025-04-01 10:40:00,84242.51,84370.99,84229.58,84244.44,48.66333
2025-04-01 10:45:00,84244.44,84348.0,84242.22,84333.69,41.95662
2025-04-01 10:50:00,84333.68,84333.69,84200.0,84217.99,43.51191
2025-04-01 10:55:00,84217.99,84217.99,84150.0,84175.99,48.34311
2025-04-01 11:00:00,84175.99,84203.0,84087.11,84111.03,96.09762
2025-04-01 11:05:00,84111.04,84166.0,83955.86,84044.08,114.96731
2025-04-01 11:10:00,84044.08,84143.52,84000.0,84097.15,66.72456
2025-04-01 11:15:00,84098.0,84173.23,84098.0,84123.16,38.5189
2025-04-01 11:20:00,84123.16,84131.58,83990.77,84066.02,60.50565
2025-04-01 11:25:00,84066.02,84096.93,83982.25,84049.0,42.82561
2025-04-01 11:30:00,84048.99,84048.99,83918.73,83958.0,72.60522
2025-04-01 11:35:00,83958.0,83966.12,83845.93,83846.38,87.59943
2025-04-01 11:40:00,83846.38,84001.63,83823.67,83982.02,125.40364
2025-04-01 11:45:00,83982.01,84050.0,83967.12,84027.74,42.17783
2025-04-01 11:50:00,84027.73,84027.74,83886.2,83889.65,35.08125
2025-04-01 11:55:00,83889.64,83958.71,83878.47,83930.3,72.03649
2025-04-01 12:00:00,83930.31,84011.78,83924.52,84007.26,73.53963
2025-04-01 12:05:00,84007.25,84084.42,83951.48,84084.41,60.93256
2025-04-01 12:10:00,84084.41,84132.93,84071.4,84097.99,53.82533
2025-04-01 12:15:00,84097.98,84154.22,84004.99,84005.0,37.79571
2025-04-01 12:20:00,84005.0,84018.87,83918.16,84018.87,54.2567
2025-04-01 12:25:00,84018.87,84074.0,84000.56,84073.5,38.99045
2025-04-01 12:30:00,84073.49,84073.49,83953.98,83965.83,35.95567
2025-04-01 12:35:00,83965.84,83974.08,83850.0,83850.01,52.26834
2025-04-01 12:40:00,83850.0,83860.0,83681.12,83749.99,120.4283
2025-04-01 12:45:00,83749.99,83811.27,83616.28,83634.7,91.75585
2025-04-01 12:50:00,83634.7,83799.99,83634.69,83760.62,60.32011
2025-04-01 12:55:00,83760.62,83760.63,83615.25,83615.26,54.92391
2025-04-01 13:00:00,83615.26,83747.13,83596.0,83670.36,60.61446
2025-04-01 13:05:00,83670.36,83745.78,83596.0,83739.26,53.48215
2025-04-01 13:10:00,83739.26,83821.89,83683.59,83777.68,57.19388
2025-04-01 13:15:00,83777.67,83777.68,83615.0,83690.24,65.82716
2025-04-01 13:20:00,83690.23,83766.75,83690.23,83704.74,44.00049
2025-04-01 13:25:00,83704.74,83757.33,83644.75,83679.98,35.37718
2025-04-01 13:30:00,83679.99,83825.51,83500.0,83612.88,207.09622
2025-04-01 13:35:00,83612.88,83652.48,83416.66,83634.7,152.03299
2025-04-01 13:40:00,83634.69,83830.16,83534.78,83734.27,115.8873
2025-04-01 13:45:00,83734.26,83912.62,83610.01,83839.13,124.54967
2025-04-01 13:50:00,83839.14,83870.11,83620.98,83663.94,145.99452
2025-04-01 13:55:00,83663.94,83764.83,83530.89,83618.23,90.62502
2025-04-01 14:00:00,83622.96,83712.48,83238.8,83313.78,295.97545
2025-04-01 14:05:00,83313.78,83368.0,83003.0,83030.99,245.74445
2025-04-01 14:10:00,83031.0,83053.08,82647.05,82796.1,397.16845
2025-04-01 14:15:00,82796.11,82906.91,82660.0,82720.01,228.70886
2025-04-01 14:20:00,82720.0,82957.67,82544.0,82924.27,186.62173
2025-04-01 14:25:00,82924.27,83056.28,82862.0,82970.12,139.83075
2025-04-01 14:30:00,82970.12,83214.0,82940.0,83156.23,157.8836
2025-04-01 14:35:00,83156.23,83509.23,83115.15,83408.0,162.93677
2025-04-01 14:40:00,83408.0,83653.88,83354.0,83507.99,150.27461
2025-04-01 14:45:00,83507.99,83658.81,83433.48,83658.49,83.16631
2025-04-01 14:50:00,83658.48,84315.25,83658.48,84306.0,311.10041
2025-04-01 14:55:00,84306.0,84350.0,84071.97,84195.92,163.44908
2025-04-01 15:00:00,84195.92,84516.47,84182.89,84352.43,212.94424
2025-04-01 15:05:00,84352.42,84474.94,84282.24,84472.77,116.16696
2025-04-01 15:10:00,84472.77,84910.0,84389.25,84906.0,253.85789
2025-04-01 15:15:00,84905.99,85227.27,84824.76,84873.94,459.40154
2025-04-01 15:20:00,84873.94,84983.05,84699.0,84884.85,253.72734
2025-04-01 15:25:00,84884.85,84954.94,84711.49,84750.49,130.47609
2025-04-01 15:30:00,84750.49,84990.99,84750.46,84971.31,153.02887
2025-04-01 15:35:00,84971.32,85194.0,84902.63,85189.87,274.84115
2025-04-01 15:40:00,85189.87,85331.57,85071.06,85331.24,146.64928
2025-04-01 15:45:00,85331.23,85499.55,85240.0,85291.98,183.68842
2025-04-01 15:50:00,85291.99,85422.48,85209.44,85231.97,161.26638
2025-04-01 15:55:00,85231.97,85323.57,85209.12,85280.87,138.88259
2025-04-01 16:00:00,85280.88,85493.0,85265.7,85292.52,169.08097
2025-04-01 16:05:00,85292.52,85386.8,85141.21,85302.54,153.83632
2025-04-01 16:10:00,85302.54,85313.98,85105.99,85179.73,119.76257
2025-04-01 16:15:00,85179.74,85263.58,85122.17,85155.15,79.80852
